time,Variable,Value,Label
765,X5,288.347745,2
765,X6,576.4300786,2
765,X7,583.1568231,2
765,X8,603.478214,2
765,X9,745.3889265,2
766,X1,357.8362028,2
766,X10,689.8547446,2
766,X11,769.789712,2
766,X12,584.3602776,2
766,X2,289.7966911,2
766,X3,577.4336511,2
766,X4,357.814582,2
766,X5,289.5401103,2
766,X6,577.9234339,2
766,X7,584.8166801,2
766,X8,604.5253919,2
766,X9,744.1735688,2
767,X1,355.995247,2
767,X10,691.9285523,2
767,X11,770.8813351,2
767,X12,585.6742128,2
767,X2,289.3196307,2
767,X3,578.3990443,2
767,X4,355.5935089,2
767,X5,289.7519145,2
767,X6,578.0459792,2
767,X7,585.9659323,2
767,X8,604.1272396,2
767,X9,747.9380889,2
768,X1,357.9114801,2
768,X10,691.741729,2
768,X11,771.4734157,2
768,X12,584.8377217,2
768,X2,288.9858379,2
768,X3,576.9638944,2
768,X4,357.5550704,2
768,X5,288.7860845,2
768,X6,576.8431461,2
768,X7,584.5424568,2
768,X8,606.7205927,2
768,X9,748.8892108,2
769,X1,357.2170807,2
769,X10,692.949296,2
769,X11,772.7255812,2
769,X12,585.0074407,2
769,X2,289.8667188,2
769,X3,578.2910803,2
769,X4,357.2902062,2
769,X5,289.5483791,2
769,X6,578.144942,2
769,X7,585.5865977,2
769,X8,606.8117827,2
769,X9,748.2472739,2
770,X1,358.49368,2
770,X10,693.605727,2
770,X11,773.2106835,2
770,X12,586.7302181,2
770,X2,290.95558,2
770,X3,579.9521399,2
770,X4,358.6694211,2
770,X5,290.7220643,2
770,X6,579.9769659,2
770,X7,586.1662595,2
770,X8,607.4191043,2
770,X9,748.6411166,2
771,X1,357.2950502,2
771,X10,693.5061733,2
771,X11,773.9088802,2
771,X12,587.4419969,2
771,X2,288.0544528,2
771,X3,580.119233,2
771,X4,357.0306646,2
771,X5,288.1200952,2
771,X6,580.3667624,2
771,X7,587.2019942,2
771,X8,607.9300717,2
771,X9,749.7342233,2
772,X1,361.9389336,2
772,X10,694.4192375,2
772,X11,774.511695,2
772,X12,587.8254201,2
772,X2,291.7939969,2
772,X3,581.5260601,2
772,X4,361.2061669,2
772,X5,291.8785596,2
772,X6,581.4593774,2
772,X7,587.5077807,2
772,X8,606.5337366,2
772,X9,749.04499,2
773,X1,359.7572379,2
773,X10,695.1552215,2
773,X11,775.8169502,2
773,X12,587.3382339,2
773,X2,290.3354261,2
773,X3,580.782959,2
773,X4,359.0562498,2
773,X5,290.0173235,2
773,X6,580.546577,2
773,X7,587.4862819,2
773,X8,608.8506955,2
773,X9,750.8414405,2
774,X1,361.5993379,2
774,X10,694.0213633,2
774,X11,775.8939622,2
774,X12,587.2226263,2
774,X2,292.4575221,2
774,X3,581.1619616,2
774,X4,361.8542237,2
774,X5,292.845964,2
774,X6,581.536093,2
774,X7,587.2511887,2
774,X8,607.1591901,2
774,X9,750.9798203,2
775,X1,361.2313706,2
775,X10,696.1137645,2
775,X11,776.0254199,2
775,X12,587.4817221,2
775,X2,292.3258684,2
775,X3,583.5179598,2
775,X4,361.9990607,2
775,X5,292.1296949,2
775,X6,583.2983944,2
775,X7,587.4070744,2
775,X8,608.5484718,2
775,X9,751.4781739,2
776,X1,360.6069892,2
776,X10,695.959174,2
776,X11,776.9061375,2
776,X12,589.1169918,2
776,X2,291.9370217,2
776,X3,583.6060429,2
776,X4,360.0631411,2
776,X5,291.396678,2
776,X6,583.3363861,2
776,X7,589.3300707,2
776,X8,609.4552178,2
776,X9,752.0528074,2
777,X1,360.9104446,2
777,X10,696.2124231,2
777,X11,777.3408159,2
777,X12,589.1854715,2
777,X2,292.8746298,2
777,X3,585.6826039,2
777,X4,360.3658299,2
777,X5,292.3498882,2
777,X6,585.230169,2
777,X7,589.7447613,2
777,X8,609.9964764,2
777,X9,752.1957486,2
778,X1,363.9069193,2
778,X10,697.7148339,2
778,X11,777.6008178,2
778,X12,589.4751246,2
778,X2,293.6227493,2
778,X3,584.4990494,2
778,X4,363.3780609,2
778,X5,293.3750177,2
778,X6,584.9558922,2
778,X7,589.0186964,2
778,X8,610.3993047,2
778,X9,753.1001725,2
779,X1,361.8393125,2
779,X10,698.2782035,2
779,X11,779.9154201,2
779,X12,589.6352402,2
779,X2,292.176758,2
779,X3,584.6962813,2
779,X4,361.6137531,2
779,X5,292.9594234,2
779,X6,584.3497006,2
779,X7,589.0088869,2
779,X8,611.3659904,2
779,X9,754.8847258,2
780,X1,362.2123825,2
780,X10,698.6660752,2
780,X11,778.9401283,2
780,X12,588.2631826,2
780,X2,293.9681845,2
780,X3,584.286273,2
780,X4,362.6249668,2
780,X5,293.4493518,2
780,X6,584.4451473,2
780,X7,588.4144363,2
780,X8,611.9048223,2
780,X9,754.5746402,2
781,X1,362.4878239,2
781,X10,699.4819319,2
781,X11,780.5237658,2
781,X12,590.4602455,2
781,X2,294.213334,2
781,X3,587.5605029,2
781,X4,362.0916217,2
781,X5,294.3149392,2
781,X6,587.1199309,2
781,X7,590.6727466,2
781,X8,612.9444269,2
781,X9,755.5924621,2
782,X1,363.2997393,2
782,X10,699.9650994,2
782,X11,780.1225074,2
782,X12,590.1878246,2
782,X2,294.6467706,2
782,X3,587.2395481,2
782,X4,363.7914053,2
782,X5,294.0326148,2
782,X6,587.9200746,2
782,X7,590.7307422,2
782,X8,612.422057,2
782,X9,755.4501796,2
783,X1,362.415039,2
783,X10,699.2770389,2
783,X11,781.8197855,2
783,X12,591.1409508,2
783,X2,293.443451,2
783,X3,587.3119211,2
783,X4,362.5935447,2
783,X5,293.3710795,2
783,X6,587.8079092,2
783,X7,591.5726912,2
783,X8,613.5198024,2
783,X9,756.2593785,2
784,X1,363.1876893,2
784,X10,700.6720442,2
784,X11,781.2519512,2
784,X12,592.2226843,2
784,X2,293.9545426,2
784,X3,589.8040508,2
784,X4,363.265691,2
784,X5,293.2334868,2
784,X6,589.3506492,2
784,X7,592.4396228,2
784,X8,614.2604163,2
784,X9,756.3491286,2
785,X1,364.6688557,2
785,X10,699.5967329,2
785,X11,781.8834431,2
785,X12,592.2943817,2
785,X2,295.2231509,2
785,X3,589.1568251,2
785,X4,364.3924325,2
785,X5,295.9931036,2
785,X6,589.6651101,2
785,X7,592.9474991,2
785,X8,614.5462496,2
785,X9,756.4506471,2
786,X1,367.4955345,2
786,X10,700.0113799,2
786,X11,782.8886282,2
786,X12,592.7867486,2
786,X2,295.6141062,2
786,X3,589.7316379,2
786,X4,367.3276581,2
786,X5,295.1723483,2
786,X6,589.7537484,2
786,X7,592.9723769,2
786,X8,614.322504,2
786,X9,757.7912041,2
787,X1,366.5485422,2
787,X10,701.5572656,2
787,X11,782.9077116,2
787,X12,592.7482503,2
787,X2,295.5820865,2
787,X3,589.4587972,2
787,X4,366.1685151,2
787,X5,295.6301999,2
787,X6,589.4094492,2
787,X7,592.9527298,2
787,X8,615.5817731,2
787,X9,759.7011212,2
788,X1,367.7510613,2
788,X10,700.5454125,2
788,X11,782.8333998,2
788,X12,592.2470484,2
788,X2,296.0737495,2
788,X3,589.8243712,2
788,X4,367.1153398,2
788,X5,296.5754977,2
788,X6,589.4493299,2
788,X7,592.2666609,2
788,X8,614.646053,2
788,X9,757.6061907,2
789,X1,368.7521741,2
789,X10,700.4012267,2
789,X11,783.4707006,2
789,X12,592.5593864,2
789,X2,296.0218694,2
789,X3,590.5685662,2
789,X4,368.0733862,2
789,X5,296.384695,2
789,X6,590.412547,2
789,X7,592.8541724,2
789,X8,614.9684306,2
789,X9,758.5985335,2
790,X1,366.4862536,2
790,X10,702.688569,2
790,X11,784.806048,2
790,X12,593.6995964,2
790,X2,295.4926535,2
790,X3,591.7054002,2
790,X4,366.6174486,2
790,X5,295.2952828,2
790,X6,591.5511778,2
790,X7,593.6109052,2
790,X8,617.1006156,2
790,X9,760.5721542,2
791,X1,365.9984572,2
791,X10,702.7498569,2
791,X11,784.0048553,2
791,X12,594.2747161,2
791,X2,294.3834867,2
791,X3,593.7403006,2
791,X4,365.9462856,2
791,X5,294.8375688,2
791,X6,593.2660954,2
791,X7,594.26782,2
791,X8,616.742718,2
791,X9,760.8682419,2
792,X1,368.9229535,2
792,X10,702.7067564,2
792,X11,785.0148421,2
792,X12,594.0217272,2
792,X2,296.1313861,2
792,X3,593.1138994,2
792,X4,368.7708355,2
792,X5,296.8608682,2
792,X6,593.6391169,2
792,X7,594.6369871,2
792,X8,617.936968,2
792,X9,760.4651289,2
793,X1,366.8367577,2
793,X10,702.8059909,2
793,X11,785.653665,2
793,X12,595.854279,2
793,X2,295.1535552,2
793,X3,595.8184791,2
793,X4,366.4824302,2
793,X5,295.2870831,2
793,X6,595.2529642,2
793,X7,595.2645087,2
793,X8,617.0717599,2
793,X9,761.9841043,2
794,X1,369.3233864,2
794,X10,702.5681592,2
794,X11,785.0951054,2
794,X12,595.6381454,2
794,X2,296.5600002,2
794,X3,593.0259054,2
794,X4,369.3277704,2
794,X5,296.0218811,2
794,X6,593.6512638,2
794,X7,595.4578562,2
794,X8,617.9239446,2
794,X9,761.18567,2
795,X1,369.2013809,2
795,X10,703.6666828,2
795,X11,786.5458492,2
795,X12,594.4445524,2
795,X2,297.0923655,2
795,X3,594.81103,2
795,X4,369.0398953,2
795,X5,297.0422767,2
795,X6,594.4536146,2
795,X7,594.3220887,2
795,X8,617.9036033,2
795,X9,761.8688747,2
796,X1,369.365377,2
796,X10,703.5726536,2
796,X11,786.8933936,2
796,X12,596.6333437,2
796,X2,297.4633302,2
796,X3,596.1323429,2
796,X4,369.2080667,2
796,X5,297.7774216,2
796,X6,596.4973987,2
796,X7,596.4950006,2
796,X8,618.6371837,2
796,X9,762.4547404,2
797,X1,368.6596112,2
797,X10,703.5183314,2
797,X11,787.8815287,2
797,X12,596.1078319,2
797,X2,295.3100278,2
797,X3,596.6226096,2
797,X4,368.6843928,2
797,X5,295.6323423,2
797,X6,596.9618497,2
797,X7,596.6187553,2
797,X8,619.9752792,2
797,X9,763.3903908,2
798,X1,368.8910685,2
798,X10,704.0490121,2
798,X11,787.7118814,2
798,X12,597.5068393,2
798,X2,295.4452358,2
798,X3,597.8360277,2
798,X4,368.9733677,2
798,X5,295.275157,2
798,X6,597.728162,2
798,X7,597.6393197,2
798,X8,620.7825341,2
798,X9,764.5651836,2
799,X1,371.7116681,2
799,X10,705.9538226,2
799,X11,788.3776311,2
799,X12,596.3603269,2
799,X2,297.5613262,2
799,X3,596.3432103,2
799,X4,371.728133,2
799,X5,297.0648084,2
799,X6,596.326507,2
799,X7,596.4345299,2
799,X8,620.2819915,2
799,X9,764.9864534,2
800,X1,370.5069049,2
800,X10,705.8699562,2
800,X11,788.8128529,2
800,X12,595.5264632,2
800,X2,296.84257,2
800,X3,596.3203612,2
800,X4,370.092687,2
800,X5,296.2704634,2
800,X6,596.0011073,2
800,X7,595.8233002,2
800,X8,620.3687972,2
800,X9,765.8373275,2
801,X1,371.3854469,2
801,X10,705.4662143,2
801,X11,788.4695627,2
801,X12,597.2432174,2
801,X2,297.8764284,2
801,X3,599.3263073,2
801,X4,371.0946069,2
801,X5,297.9995662,2
801,X6,599.9465843,2
801,X7,597.0983965,2
801,X8,620.1109324,2
801,X9,764.687548,2
802,X1,372.8074289,2
802,X10,706.0247661,2
802,X11,789.4841103,2
802,X12,597.0053275,2
802,X2,297.2934578,2
802,X3,599.7929493,2
802,X4,372.2319318,2
802,X5,297.2541906,2
802,X6,599.1092538,2
802,X7,597.7993166,2
802,X8,622.431087,2
802,X9,766.5690952,2
803,X1,373.8807475,2
803,X10,707.7573579,2
803,X11,788.7494308,2
803,X12,598.2429378,2
803,X2,297.017086,2
803,X3,600.5075155,2
803,X4,373.3146076,2
803,X5,297.0697749,2
803,X6,600.7492751,2
803,X7,598.2833094,2
803,X8,621.9380046,2
803,X9,765.9263134,2
804,X1,373.6165267,2
804,X10,707.7857659,2
804,X11,789.3918096,2
804,X12,599.0347902,2
804,X2,297.1950707,2
804,X3,601.1869445,2
804,X4,373.0584451,2
804,X5,297.1364307,2
804,X6,601.5450499,2
804,X7,599.9641077,2
804,X8,622.2864744,2
804,X9,766.1692534,2
805,X1,371.2744133,2
805,X10,707.3812029,2
805,X11,790.067273,2
805,X12,600.0907486,2
805,X2,296.6826228,2
805,X3,602.5125738,2
805,X4,371.4282356,2
805,X5,296.0739119,2
805,X6,602.0698254,2
805,X7,600.53936,2
805,X8,623.1011239,2
805,X9,767.6315324,2
806,X1,373.2340109,2
806,X10,708.4362974,2
806,X11,789.6388457,2
806,X12,599.1559605,2
806,X2,297.7790908,2
806,X3,602.2097777,2
806,X4,373.3805007,2
806,X5,297.9093321,2
806,X6,602.3804638,2
806,X7,599.5571045,2
806,X8,623.1334324,2
806,X9,767.1516354,2
807,X1,375.6870928,2
807,X10,709.5685357,2
807,X11,790.391302,2
807,X12,600.4042093,2
807,X2,297.3049329,2
807,X3,603.2842485,2
807,X4,375.4108462,2
807,X5,297.7222673,2
807,X6,603.2886079,2
807,X7,600.1628276,2
807,X8,624.6823142,2
807,X9,767.3207732,2
808,X1,372.1242942,2
808,X10,710.1844124,2
808,X11,791.8279845,2
808,X12,601.7184104,2
808,X2,297.5444376,2
808,X3,604.6921591,2
808,X4,372.4552001,2
808,X5,297.6305215,2
808,X6,604.4654249,2
808,X7,601.419505,2
808,X8,625.3817816,2
808,X9,768.0895679,2
809,X1,375.9883625,2
809,X10,710.9521266,2
809,X11,792.3242322,2
809,X12,600.1491511,2
809,X2,296.4363974,2
809,X3,605.3174505,2
809,X4,375.0299579,2
809,X5,296.8176251,2
809,X6,605.0593032,2
809,X7,600.0135885,2
809,X8,626.1611993,2
809,X9,769.4377756,2
810,X1,376.5990187,2
810,X10,711.9960842,2
810,X11,792.2145129,2
810,X12,599.0221516,2
810,X2,298.2483261,2
810,X3,604.1958022,2
810,X4,376.6448571,2
810,X5,298.937097,2
810,X6,604.4578409,2
810,X7,599.0660092,2
810,X8,625.4699487,2
810,X9,769.4608264,2
811,X1,376.9962845,2
811,X10,712.7167971,2
811,X11,793.653096,2
811,X12,600.7920093,2
811,X2,298.2503997,2
811,X3,606.8036591,2
811,X4,376.5660998,2
811,X5,298.0734235,2
811,X6,606.9419909,2
811,X7,600.5256079,2
811,X8,625.0917508,2
811,X9,769.841858,2
812,X1,375.3697119,2
812,X10,713.6835811,2
812,X11,793.1539656,2
812,X12,602.8233753,2
812,X2,297.2320275,2
812,X3,608.0609949,2
812,X4,375.1958966,2
812,X5,297.0565831,2
812,X6,608.1227699,2
812,X7,602.3845,2
812,X8,628.2976095,2
812,X9,770.9699589,2
813,X1,375.7178818,2
813,X10,714.7758909,2
813,X11,794.9098829,2
813,X12,603.3664542,2
813,X2,297.589356,2
813,X3,609.5119099,2
813,X4,375.1931467,2
813,X5,297.4704586,2
813,X6,609.5209283,2
813,X7,603.071941,2
813,X8,628.5521404,2
813,X9,771.5805896,2
814,X1,376.809783,2
814,X10,714.7663824,2
814,X11,794.6500864,2
814,X12,603.6135783,2
814,X2,298.9627995,2
814,X3,610.0238501,2
814,X4,376.3146293,2
814,X5,298.5985706,2
814,X6,610.6534547,2
814,X7,603.2605176,2
814,X8,628.2665211,2
814,X9,771.7547013,2
815,X1,380.0769431,2
815,X10,716.183737,2
815,X11,795.796204,2
815,X12,602.0284822,2
815,X2,300.9263667,2
815,X3,610.0167631,2
815,X4,380.2120478,2
815,X5,300.2960912,2
815,X6,610.7049986,2
815,X7,602.3103451,2
815,X8,628.6171506,2
815,X9,772.455593,2
816,X1,378.2043944,2
816,X10,717.4757606,2
816,X11,795.0634318,2
816,X12,603.7817895,2
816,X2,299.7626987,2
816,X3,612.3087212,2
816,X4,378.8144134,2
816,X5,299.4589496,2
816,X6,612.7302566,2
816,X7,603.3098945,2
816,X8,629.6982076,2
816,X9,772.209247,2
817,X1,380.9824505,2
817,X10,718.3889507,2
817,X11,797.7707947,2
817,X12,601.9407823,2
817,X2,300.5403372,2
817,X3,610.4096744,2
817,X4,380.1900908,2
817,X5,300.0583492,2
817,X6,610.0098862,2
817,X7,601.0186518,2
817,X8,629.3445102,2
817,X9,773.8236217,2
818,X1,380.2012676,2
818,X10,720.2047978,2
818,X11,797.1756123,2
818,X12,602.0240725,2
818,X2,300.1053295,2
818,X3,612.6471482,2
818,X4,380.1411919,2
818,X5,300.4025141,2
818,X6,612.3436806,2
818,X7,602.3634179,2
818,X8,630.8254254,2
818,X9,774.0892661,2
819,X1,380.3702397,2
819,X10,721.9171807,2
819,X11,797.5723583,2
819,X12,604.4166681,2
819,X2,300.0361954,2
819,X3,615.5487106,2
819,X4,380.0579708,2
819,X5,300.3100439,2
819,X6,615.4944769,2
819,X7,604.2590748,2
819,X8,631.5682436,2
819,X9,774.7500005,2
820,X1,380.2777501,2
820,X10,722.774674,2
820,X11,798.1270806,2
820,X12,605.8365027,2
820,X2,300.1708322,2
820,X3,617.6028155,2
820,X4,380.4624537,2
820,X5,300.8946872,2
820,X6,617.5130506,2
820,X7,605.0506205,2
820,X8,632.0126906,2
820,X9,775.43844,2
821,X1,384.5491045,2
821,X10,724.6639715,2
821,X11,799.978862,2
821,X12,605.6338312,2
821,X2,302.4360187,2
821,X3,617.4985627,2
821,X4,384.8094479,2
821,X5,302.1608245,2
821,X6,617.0020771,2
821,X7,605.2243063,2
821,X8,632.6863958,2
821,X9,776.8702689,2
822,X1,382.4862152,2
822,X10,725.0609002,2
822,X11,800.9856754,2
822,X12,604.5590847,2
822,X2,300.6853665,2
822,X3,617.6072311,2
822,X4,382.5066313,2
822,X5,300.0808713,2
822,X6,617.2187961,2
822,X7,604.4284912,2
822,X8,634.8609894,2
822,X9,777.1206277,2
823,X1,383.4366815,2
823,X10,727.7907213,2
823,X11,801.3605381,2
823,X12,603.9759606,2
823,X2,302.0190036,2
823,X3,618.4250245,2
823,X4,383.9727571,2
823,X5,302.4055675,2
823,X6,618.5204407,2
823,X7,603.9521706,2
823,X8,634.8151691,2
823,X9,777.8306748,2
824,X1,384.6284636,2
824,X10,729.3411999,2
824,X11,802.4961286,2
824,X12,605.9916763,2
824,X2,302.0360627,2
824,X3,620.6881679,2
824,X4,384.317651,2
824,X5,302.2462891,2
824,X6,620.31721,2
824,X7,605.7677296,2
824,X8,635.0715559,2
824,X9,777.4918576,2
825,X1,384.2436749,2
825,X10,731.4568963,2
825,X11,804.2477977,2
825,X12,606.6282804,2
825,X2,303.700846,2
825,X3,621.0372439,2
825,X4,384.0236913,2
825,X5,303.2680411,2
825,X6,621.1058157,2
825,X7,606.2024073,2
825,X8,635.7132506,2
825,X9,779.7865939,2
826,X1,384.5138966,2
826,X10,733.5890191,2
826,X11,805.2552022,2
826,X12,607.0038826,2
826,X2,303.3072077,2
826,X3,623.7965402,2
826,X4,384.8295088,2
826,X5,303.5503787,2
826,X6,623.5298176,2
826,X7,607.6734932,2
826,X8,637.0222586,2
826,X9,780.194699,2
827,X1,387.959766,2
827,X10,734.0990053,2
827,X11,806.6412858,2
827,X12,608.0423476,2
827,X2,303.3161989,2
827,X3,625.5187276,2
827,X4,387.0314068,2
827,X5,303.568987,2
827,X6,625.2902505,2
827,X7,608.1144264,2
827,X8,637.8976594,2
827,X9,780.525517,2
828,X1,386.4373012,2
828,X10,737.8702154,2
828,X11,807.7930122,2
828,X12,608.5287766,2
828,X2,304.0339309,2
828,X3,624.4439142,2
828,X4,386.1233603,2
828,X5,304.0447067,2
828,X6,624.7327048,2
828,X7,608.6204451,2
828,X8,638.8319584,2
828,X9,781.1549876,2
829,X1,387.0168971,2
829,X10,738.5063785,2
829,X11,807.83052,2
829,X12,609.8614918,2
829,X2,305.2462729,2
829,X3,627.5260201,2
829,X4,387.2738777,2
829,X5,305.8235023,2
829,X6,627.0746488,2
829,X7,609.6535009,2
829,X8,638.3733346,2
829,X9,782.240179,2
830,X1,386.4794461,2
830,X10,740.5306386,2
830,X11,808.4210401,2
830,X12,610.0691507,2
830,X2,305.2899059,2
830,X3,629.1304281,2
830,X4,386.3930425,2
830,X5,305.5311483,2
830,X6,629.3194538,2
830,X7,610.4827286,2
830,X8,640.2451527,2
830,X9,782.9356425,2
831,X1,387.4937647,2
831,X10,742.1809133,2
831,X11,810.0517865,2
831,X12,610.2597826,2
831,X2,305.5662852,2
831,X3,629.5825018,2
831,X4,387.8596644,2
831,X5,305.7482839,2
831,X6,629.0524351,2
831,X7,610.0060131,2
831,X8,640.4829227,2
831,X9,783.288571,2
832,X1,389.2499173,2
832,X10,744.3914864,2
832,X11,811.9136925,2
832,X12,609.8967455,2
832,X2,306.2838524,2
832,X3,629.1438743,2
832,X4,389.137224,2
832,X5,306.6872263,2
832,X6,629.767732,2
832,X7,609.9330024,2
832,X8,641.7950399,2
832,X9,784.6481809,2
833,X1,389.1987824,2
833,X10,746.2326081,2
833,X11,813.3407194,2
833,X12,610.9865006,2
833,X2,307.2230201,2
833,X3,631.531641,2
833,X4,389.4257848,2
833,X5,307.2957077,2
833,X6,631.1244098,2
833,X7,610.9346912,2
833,X8,641.0995355,2
833,X9,785.3276727,2
834,X1,390.6604287,2
834,X10,749.5751226,2
834,X11,815.9533044,2
834,X12,610.0951974,2
834,X2,307.150135,2
834,X3,633.267142,2
834,X4,390.6877319,2
834,X5,307.5718616,2
834,X6,633.7436696,2
834,X7,610.1864234,2
834,X8,644.8834837,2
834,X9,788.4996681,2
835,X1,390.884901,2
835,X10,751.3099808,2
835,X11,815.2896335,2
835,X12,612.0152529,2
835,X2,307.1109095,2
835,X3,635.9278857,2
835,X4,390.6225528,2
835,X5,307.9575107,2
835,X6,635.3142747,2
835,X7,612.3031286,2
835,X8,644.3190293,2
835,X9,788.5116181,2
836,X1,390.2882606,2
836,X10,753.603172,2
836,X11,817.0718332,2
836,X12,612.4908249,2
836,X2,308.9087492,2
836,X3,636.0852865,2
836,X4,390.6188605,2
836,X5,308.7600057,2
836,X6,636.9810683,2
836,X7,612.857212,2
836,X8,645.4352274,2
836,X9,789.5815966,2
837,X1,392.492779,2
837,X10,755.1331187,2
837,X11,818.2799267,2
837,X12,612.5498105,2
837,X2,308.4275571,2
837,X3,636.0804388,2
837,X4,392.0170883,2
837,X5,308.1940046,2
837,X6,636.6971981,2
837,X7,612.2598435,2
837,X8,645.8776967,2
837,X9,789.4476725,2
838,X1,392.7049605,2
838,X10,758.859659,2
838,X11,820.4353842,2
838,X12,613.6771217,2
838,X2,309.3910015,2
838,X3,638.3062679,2
838,X4,392.2000756,2
838,X5,309.1004431,2
838,X6,638.6918362,2
838,X7,613.9989853,2
838,X8,647.0597041,2
838,X9,791.2973031,2
839,X1,392.1290238,2
839,X10,760.5437104,2
839,X11,821.7705196,2
839,X12,614.3552628,2
839,X2,309.6091618,2
839,X3,639.727047,2
839,X4,392.0857863,2
839,X5,309.333515,2
839,X6,639.8285752,2
839,X7,614.5574496,2
839,X8,648.6960658,2
839,X9,792.0670174,2
840,X1,393.0242095,2
840,X10,763.05009,2
840,X11,823.078781,2
840,X12,615.7161857,2
840,X2,310.7744768,2
840,X3,640.4795829,2
840,X4,393.9155805,2
840,X5,310.6155843,2
840,X6,640.2231174,2
840,X7,615.6329712,2
840,X8,649.4164466,2
840,X9,793.7916165,2
841,X1,394.3976715,2
841,X10,764.9336396,2
841,X11,825.3483062,2
841,X12,616.6032535,2
841,X2,311.3707542,2
841,X3,643.6772514,2
841,X4,394.6499257,2
841,X5,311.6482743,2
841,X6,643.3992345,2
841,X7,616.579305,2
841,X8,650.8250969,2
841,X9,794.0900666,2
842,X1,395.0943203,2
842,X10,767.9085213,2
842,X11,827.4321935,2
842,X12,616.2331043,2
842,X2,310.5980855,2
842,X3,643.3342314,2
842,X4,395.6002703,2
842,X5,310.2943991,2
842,X6,643.2922677,2
842,X7,616.9474118,2
842,X8,652.4639218,2
842,X9,795.4517789,2
843,X1,396.4158218,2
843,X10,769.7406737,2
843,X11,828.6036208,2
843,X12,616.3879391,2
843,X2,311.3054127,2
843,X3,645.222693,2
843,X4,396.8536633,2
843,X5,311.4878769,2
843,X6,645.0895573,2
843,X7,616.4481607,2
843,X8,652.0333523,2
843,X9,796.5847592,2
844,X1,396.7907981,2
844,X10,772.4305211,2
844,X11,830.7633807,2
844,X12,617.1115812,2
844,X2,311.0730033,2
844,X3,645.4888968,2
844,X4,396.8396178,2
844,X5,311.9394017,2
844,X6,645.1076079,2
844,X7,617.2242397,2
844,X8,653.0731366,2
844,X9,797.9174138,2
845,X1,396.7580623,2
845,X10,773.323912,2
845,X11,831.0940611,2
845,X12,618.8716338,2
845,X2,312.3706551,2
845,X3,647.2654048,2
845,X4,396.0171038,2
845,X5,312.765828,2
845,X6,647.491964,2
845,X7,618.3430994,2
845,X8,654.8730132,2
845,X9,799.7532921,2
846,X1,397.9737582,2
846,X10,776.513177,2
846,X11,833.9844518,2
846,X12,619.5649274,2
846,X2,312.0894262,2
846,X3,649.949582,2
846,X4,397.4186787,2
846,X5,312.9534193,2
846,X6,649.4094952,2
846,X7,619.4848918,2
846,X8,656.0033707,2
846,X9,801.0127312,2
847,X1,396.8667776,2
847,X10,779.1499647,2
847,X11,835.9621188,2
847,X12,620.6789645,2
847,X2,311.6610029,2
847,X3,649.7847901,2
847,X4,396.5716149,2
847,X5,311.6667704,2
847,X6,649.1065016,2
847,X7,620.9738546,2
847,X8,657.474635,2
847,X9,803.9303418,2
848,X1,398.7537684,2
848,X10,780.9339395,2
848,X11,837.0957701,2
848,X12,619.8363329,2
848,X2,313.4351123,2
848,X3,651.1723175,2
848,X4,398.6701883,2
848,X5,313.0202116,2
848,X6,651.7954637,2
848,X7,619.414987,2
848,X8,657.2989501,2
848,X9,803.503249,2
849,X1,401.8838527,2
849,X10,782.467446,2
849,X11,838.9603286,2
849,X12,620.9801405,2
849,X2,314.3107457,2
849,X3,652.7283248,2
849,X4,401.7977038,2
849,X5,314.8429109,2
849,X6,652.1209377,2
849,X7,620.4303681,2
849,X8,659.9371745,2
849,X9,804.9147101,2
850,X1,400.2308839,2
850,X10,784.0563844,2
850,X11,840.9774098,2
850,X12,620.1206788,2
850,X2,314.8924409,2
850,X3,653.1946426,2
850,X4,400.8340716,2
850,X5,314.9207127,2
850,X6,653.8552461,2
850,X7,620.9808507,2
850,X8,660.4485688,2
850,X9,804.1810895,2
851,X1,399.9909227,2
851,X10,788.9469666,2
851,X11,842.9372491,2
851,X12,621.0300787,2
851,X2,313.7959537,2
851,X3,654.0109355,2
851,X4,399.4208444,2
851,X5,313.4749126,2
851,X6,654.9805367,2
851,X7,621.3972422,2
851,X8,661.2146577,2
851,X9,806.4926667,2
852,X1,402.748344,2
852,X10,789.6008057,2
852,X11,844.5772283,2
852,X12,623.192441,2
852,X2,314.5331773,2
852,X3,655.9004809,2
852,X4,402.9155106,2
852,X5,314.2572056,2
852,X6,655.0660886,2
852,X7,623.9182978,2
852,X8,663.1846886,2
852,X9,809.4312133,2
853,X1,401.3286534,2
853,X10,792.0426192,2
853,X11,845.1031776,2
853,X12,623.7993385,2
853,X2,314.254294,2
853,X3,656.2378451,2
853,X4,401.7380601,2
853,X5,314.6851249,2
853,X6,656.8021165,2
853,X7,623.3317347,2
853,X8,664.9236958,2
853,X9,810.5314372,2
854,X1,402.3703087,2
854,X10,795.0413819,2
854,X11,848.5486357,2
854,X12,623.3637152,2
854,X2,314.1731192,2
854,X3,657.4233126,2
854,X4,402.2177929,2
854,X5,314.3429481,2
854,X6,657.3091502,2
854,X7,623.853067,2
854,X8,666.6993986,2
854,X9,812.1017099,2
855,X1,404.7427618,2
855,X10,797.5211912,2
855,X11,850.9969055,2
855,X12,625.1845171,2
855,X2,314.5371204,2
855,X3,658.3679559,2
855,X4,404.5601335,2
855,X5,314.9651129,2
855,X6,658.9368459,2
855,X7,625.3806026,2
855,X8,667.7724602,2
